Bill Id,Product Name,Count,Tax,Unit Price,Subtotal
321,PASTILLAS CHAO CEREZA,1,239.0,1260.5,1260.5
321,TRIDENT 10 GR,1,319.0,1680.67,1680.67
321,MENTA CHAO LÍNEA,1,96.0,504.2,504.2
321,MENTA CHAO LÍNEA,1,96.0,504.2,504.2
321,PASTELES. PALITOS,1,0.0,3500.0,3500.0
321,COCACOLA 600ML,1,639.0,3361.34,3361.34
321,SAVILOE 320ML,1,447.0,2352.94,2352.94
321,BRICKET TOKAY,1,319.0,1680.67,1680.67
321,PASTILLAS CHAO CEREZA,1,239.0,1260.5,1260.5
321,JUGO HIT 1000 ML,1,718.0,3781.51,3781.51
321,POWER ADE 500 ML,1,463.0,2436.97,2436.97
321,GLACITAS 32GR,1,232.0,1218.49,1218.49
321,GELATINA BOGGY 108GR,1,351.0,1848.74,1848.74
321,BRISA LIMON-MANZANA 600ML,1,479.0,2521.01,2521.01
321,COCA COLA LATA 330 ML,1,527.0,2773.11,2773.11
321,EMPANADAS,1,0.0,3000.0,3000.0
321,COCA COLA 1.5 LITROS,1,1118.0,5882.35,5882.35
321,DESECHABLE X UND,8,128.0,84.03,672.24
321,TODO RICO ORIGINAL 220 GR,1,1900.0,10000.0,10000.0
321,QUATRO 3 LITROS,1,1309.0,6890.76,6890.76
321,CHOCOBREAK COOKIES X30,1,1421.0,7478.99,7478.99
321,STELLA BOTELLA 330ML,2,1948.0,5126.05,10252.1
321,BRETAÑA APERITIVO 269ML,1,798.0,4201.68,4201.68
321,FOUR LOKO 473 ML,1,762.0,15238.1,15238.1
321,ALPIN BOTELLA 300ML,1,734.0,3865.55,3865.55
